id,locality,locality_aka,state,country,iso3,continent,lat,lon,videos,time_of_day,walking_environment,timestamp_labels,embedded_location_text,location_source,start_time,end_time,upload_date,channel
1,Como,[Provincia di Como],Lombardy,Italy,ITA,Europe,45.9395857,9.1493609,[KRUtzHibboI],"[[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]]","[[park_nature,mixed,mixed,park_nature,waterfront,street,waterfront,street,street,street,street,waterfront,mixed,mixed,waterfront,street,street,street,street,street,street,street]]","[[[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]]]","[[[],[],[],[],[],[],[],[],[],[],[],[],[BELLAGIO],[],[],[],[],[GRAN CAFE],[],[Piazza San Marco],[SAN GIACOMO],[]]]","[[none,none,none,none,none,none,none,none,none,none,none,none,embedded_video,none,none,none,none,embedded_video,none,embedded_video,embedded_video,none]]","[[45,254,463,1546,2685,3139,3409,3645,4589,4825,8127,8832,10007,10477,10947,12357,12592,12827,13062,13297,13532,13746]]","[[253,462,671,1773,2911,3172,3644,3880,4824,5060,8361,9066,10241,10711,11181,12591,12826,13061,13296,13531,13745,13959]]",[10112025],[UCEZ_zB95xT6J8u33-pBF6UA]
2,Sirmione,[],Lombardy,Italy,ITA,Europe,45.492869,10.6077258,[74gEAesaNiE],"[[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]]","[[street,mixed,mixed,mixed,market,square_plaza,street,street,mixed,mixed,street,mixed,mixed,mixed,street,mixed,mixed,park_nature,mixed,waterfront,waterfront,park_nature,mixed,park_nature,park_nature,beach,beach,mixed,park_nature,park_nature,park_nature,park_nature,mixed,park_nature,park_nature,park_nature,park_nature,park_nature,park_nature,mixed,street,mixed,mixed,mixed,mixed,mixed]]","[[[[80,1:20,Ponte Levatoio — The Castle Drawbridge]],[[80,1:20,Ponte Levatoio — The Castle Drawbridge],[326,5:26,Piazza Castello — Entering the Old Town]],[[326,5:26,Piazza Castello — Entering the Old Town]],[[326,5:26,Piazza Castello — Entering the Old Town],[983,16:23,Via Vittorio Emanuele — The Main Street]],[[983,16:23,Via Vittorio Emanuele — The Main Street],[1074,17:54,Piazza Giosuè Carducci — The Lakefront Piazza]],[[1074,17:54,Piazza Giosuè Carducci — The Lakefront Piazza]],[[1074,17:54,Piazza Giosuè Carducci — The Lakefront Piazza]],[[1074,17:54,Piazza Giosuè Carducci — The Lakefront Piazza]],[[1074,17:54,Piazza Giosuè Carducci — The Lakefront Piazza],[1957,32:37,Piazza Flaminia — Floating Restaurants on the Lake]],[[1957,32:37,Piazza Flaminia — Floating Restaurants on the Lake],[2169,36:09,Piazza Porto Valentino — The Boat Dock]],[[2169,36:09,Piazza Porto Valentino — The Boat Dock]],[[2169,36:09,Piazza Porto Valentino — The Boat Dock],[2800,46:40,Piazza dei Catari]],[[2800,46:40,Piazza dei Catari],[2991,49:51,Piazza Don Angelo Piatti]],[[2991,49:51,Piazza Don Angelo Piatti],[3133,52:13,Via Giuseppe Piana — The Quiet Side Street]],[[3133,52:13,Via Giuseppe Piana — The Quiet Side Street],[3431,57:11,Church of Santa Maria Maggiore]],[[3431,57:11,Church of Santa Maria Maggiore]],[[3431,57:11,Church of Santa Maria Maggiore]],[[3431,57:11,Church of Santa Maria Maggiore],[4103,1:08:23,Abbazia di San Salvatore — Ancient Abbey Ruins]],[[4103,1:08:23,Abbazia di San Salvatore — Ancient Abbey Ruins],[4367,1:12:47,Spiaggia del Prete — Lakeside Beach]],[[4367,1:12:47,Spiaggia del Prete — Lakeside Beach],[4546,1:15:46,Passeggiata delle Muse — The Promenade of the Muses]],[[4546,1:15:46,Passeggiata delle Muse — The Promenade of the Muses]],[[4947,1:22:27,Spiaggia Lido delle Bionde — Blue Flag Beach]],[[4947,1:22:27,Spiaggia Lido delle Bionde — Blue Flag Beach],[5314,1:28:34,Parco Pubblico Tomelleri]],[[5314,1:28:34,Parco Pubblico Tomelleri],[5500,1:31:40,Piazzale Orti Manara]],[[5500,1:31:40,Piazzale Orti Manara],[5581,1:33:01,Path to Jamaica Beach — Through the Olive Groves]],[[5581,1:33:01,Path to Jamaica Beach — Through the Olive Groves],[5828,1:37:08,Jamaica Beach — Hidden Turquoise Cove]],[[5828,1:37:08,Jamaica Beach — Hidden Turquoise Cove]],[[5828,1:37:08,Jamaica Beach — Hidden Turquoise Cove]],[[5828,1:37:08,Jamaica Beach — Hidden Turquoise Cove],[6561,1:49:21,Grotte di Catullo — Roman Villa Ruins]],[[6561,1:49:21,Grotte di Catullo — Roman Villa Ruins]],[[6561,1:49:21,Grotte di Catullo — Roman Villa Ruins]],[[6561,1:49:21,Grotte di Catullo — Roman Villa Ruins]],[[6561,1:49:21,Grotte di Catullo — Roman Villa Ruins]],[[6561,1:49:21,Grotte di Catullo — Roman Villa Ruins]],[[6561,1:49:21,Grotte di Catullo — Roman Villa Ruins]],[[6561,1:49:21,Grotte di Catullo — Roman Villa Ruins],[8506,2:21:46,Via Cesara Arici]],[[8506,2:21:46,Via Cesara Arici],[8709,2:25:09,Chiesa di San Pietro in Mavino — Sirmione's Oldest Church]],[[8709,2:25:09,Chiesa di San Pietro in Mavino — Sirmione's Oldest Church]],[[8709,2:25:09,Chiesa di San Pietro in Mavino — Sirmione's Oldest Church]],[[8709,2:25:09,Chiesa di San Pietro in Mavino — Sirmione's Oldest Church],[9231,2:33:51,Piazza Don Angelo Piatti],[9262,2:34:22,Via Vittorio Emanuele — Return Walk]],[[9262,2:34:22,Via Vittorio Emanuele — Return Walk],[9627,2:40:27,Piazza Giosuè Carducci — Under Blue Skies]],[[9627,2:40:27,Piazza Giosuè Carducci — Under Blue Skies]],[[9627,2:40:27,Piazza Giosuè Carducci — Under Blue Skies],[9952,2:45:52,Castello Scaligero — Inside the Medieval Castle]],[[9952,2:45:52,Castello Scaligero — Inside the Medieval Castle]],[[11108,3:05:08,Chiesa di Sant'Anna della Rocca]],[[11108,3:05:08,Chiesa di Sant'Anna della Rocca],[11221,3:07:01,Ponte Levatoio — The Castle Drawbridge ▶ Watch Next]]]]","[[[Sirmione - Lake Garda,Italy],[],[],[],[],[],[],[light],[],[Piazza Porto Valentino],[Valentino],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[HOTEL VILLA SORRENTO],['MUSEO DI GIOIA'],[],[HOTEL],[],[],[],[]]]","[[both,timestamp_description,timestamp_description,timestamp_description,timestamp_description,timestamp_description,timestamp_description,both,timestamp_description,both,both,timestamp_description,timestamp_description,timestamp_description,timestamp_description,timestamp_description,timestamp_description,timestamp_description,timestamp_description,timestamp_description,timestamp_description,timestamp_description,timestamp_description,timestamp_description,timestamp_description,timestamp_description,timestamp_description,timestamp_description,timestamp_description,timestamp_description,timestamp_description,timestamp_description,timestamp_description,timestamp_description,timestamp_description,timestamp_description,timestamp_description,timestamp_description,both,both,timestamp_description,both,timestamp_description,timestamp_description,timestamp_description,timestamp_description]]","[[81,313,545,777,1009,1240,1471,1702,1933,2164,2395,2626,2857,3088,3307,3526,3744,3962,4180,4398,4616,5052,5224,5395,5566,5785,6004,6223,6442,6661,6880,7098,7316,7752,8176,8382,8588,8794,9000,9206,9437,9668,9899,10129,11112,11184]]","[[312,544,776,1008,1239,1470,1701,1932,2163,2394,2625,2856,3087,3306,3525,3743,3961,4179,4397,4615,4833,5223,5394,5565,5784,6003,6222,6441,6660,6879,7097,7315,7533,7969,8381,8587,8793,8999,9205,9436,9667,9898,10128,10358,11183,11371]]",[8082026],[UCNzul4dnciIlDg8BAcn5-cQ]
3,Paris,[],Ile-de-France,France,FRA,Europe,48.8534951,2.3483915,"[6BPuGeS6O4w,j4UScJ9eRBE]","[[2,2,2,2,1,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1],[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]]","[[street,street,street,market,street,street,street,street,street,waterfront,street,street,street,square_plaza,mixed,square_plaza,square_plaza,mixed,park_nature,mixed,street,waterfront,mixed],[square_plaza,mixed,street,street,mixed,indoor,street,indoor,indoor,indoor,indoor,indoor,indoor,indoor,mixed]]","[[[[0,0:00:00,Intro | Preview PART I: Notre-Dame de Paris; Hôtel de Ville; Rue des Rosiers; etc.],[22,0:00:22,Rue de Buci],[110,0:01:50,ABOUT PARIS | History of Paris (Open CC for subtitles/description)]],[[110,0:01:50,ABOUT PARIS | History of Paris (Open CC for subtitles/description)]],[[110,0:01:50,ABOUT PARIS | History of Paris (Open CC for subtitles/description)]],[[110,0:01:50,ABOUT PARIS | History of Paris (Open CC for subtitles/description)],[938,0:15:38,Fontaine Saint-Michel | Saint-Michel Fountain; Latin Quarter]],[[938,0:15:38,Fontaine Saint-Michel | Saint-Michel Fountain; Latin Quarter],[1136,0:18:56,Rue de la Huchette]],[[1136,0:18:56,Rue de la Huchette]],[[1136,0:18:56,Rue de la Huchette]],[[1136,0:18:56,Rue de la Huchette],[1673,0:27:53,Notre-Dame de Paris Cathedral]],[[1673,0:27:53,Notre-Dame de Paris Cathedral]],[[1673,0:27:53,Notre-Dame de Paris Cathedral]],[[1673,0:27:53,Notre-Dame de Paris Cathedral],[2469,0:41:09,Hôtel de Ville; Paris’s City Hall],[2576,0:42:56,BHV Le Marais]],[[2576,0:42:56,BHV Le Marais]],[[2576,0:42:56,BHV Le Marais],[3017,0:50:17,Rue des Rosiers PART II: Louvre Museum & Louvre Pyramid]],[[3233,0:53:53,Louvre Museum PART III: Eiffel Tower; Place du Trocadero; etc.]],[[3233,0:53:53,Louvre Museum PART III: Eiffel Tower; Place du Trocadero; etc.]],[[3233,0:53:53,Louvre Museum PART III: Eiffel Tower; Place du Trocadero; etc.],[4439,1:13:59,Place du Trocadero & Trocadéro Gardens],[4439,1:13:59,Eiffel Tower]],[[4439,1:13:59,Eiffel Tower]],[[4439,1:13:59,Eiffel Tower]],[[4439,1:13:59,Eiffel Tower]],[[4439,1:13:59,Eiffel Tower]],[[4439,1:13:59,Eiffel Tower]],[[4439,1:13:59,Eiffel Tower],[5604,1:33:24,Eiffel Tower above the Seine River]],[[5604,1:33:24,Eiffel Tower above the Seine River]]],[[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]]]","[[[PART: Notre-Dame de Paris,Hôtel de Ville,Rue des Rosiers,etc.],[],[POTELLE],['Fontaine Saint-Michel'],['Rue de la Huchette'],[MAOZ VEGAN FAST FOOD],[Café de Flore],[],[],[],[PARIS 2024],[],[],[],[],[],[],[],[],[],[],[],[]],[[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]]]","[[both,timestamp_description,both,both,both,both,both,timestamp_description,timestamp_description,timestamp_description,both,timestamp_description,timestamp_description,timestamp_description,timestamp_description,timestamp_description,timestamp_description,timestamp_description,timestamp_description,timestamp_description,timestamp_description,timestamp_description,timestamp_description],[none,none,none,none,none,none,none,none,none,none,none,none,none,none,none]]","[[21,254,487,720,953,1186,1419,1652,1885,2118,2351,2584,2817,3515,3979,4211,4443,4675,4907,5139,5371,5603,5835],[579,800,1020,1240,1460,1697,1934,2170,2406,2642,2878,3350,3586,3875,4043]]","[[253,486,719,952,1185,1418,1651,1884,2117,2350,2583,2816,3049,3746,4210,4442,4674,4906,5138,5370,5602,5834,6066],[799,1019,1239,1459,1696,1933,2169,2405,2641,2877,3113,3585,3653,4042,4209]]","[19112024,5082026]","[UCV2_l3k3JuZwIhiY1H0kSxA,UCmLKaHIZqVpAeQCayN9GZpw]"
4,Otranto,[],Apulia,Italy,ITA,Europe,40.1456661,18.490757,[QMe441s-s4Q],"[[0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0]]","[[beach,waterfront,mixed,mixed,square_plaza,mixed,indoor,indoor,indoor,street,street,mixed,mixed,street,street,mixed,market,market]]","[[[[61,1:01,Spiaggetta del Molo]],[[670,11:10,Outer Wall Swimming Area]],[[670,11:10,Outer Wall Swimming Area],[1208,20:08,Spiaggetta del Molo]],[[1208,20:08,Spiaggetta del Molo],[1469,24:29,La Villa - Giardini Pubblici],[1568,26:08,Lungomare degli Eroi]],[[1568,26:08,Lungomare degli Eroi]],[[1568,26:08,Lungomare degli Eroi],[1955,32:35,Via Basilica]],[[1955,32:35,Via Basilica],[2121,35:21,Otranto Cathedral]],[[2121,35:21,Otranto Cathedral]],[[2121,35:21,Otranto Cathedral]],[[2121,35:21,Otranto Cathedral],[2898,48:18,Corso Garibaldi]],[[2898,48:18,Corso Garibaldi]],[[2898,48:18,Corso Garibaldi],[3144,52:24,Piazzetta De Ferraris],[3192,53:12,Via Immacolata],[3289,54:49,Ex chiesa dell'Immacolata]],[[3289,54:49,Ex chiesa dell'Immacolata],[3375,56:15,Spiaggia Bastioni]],[[3375,56:15,Spiaggia Bastioni],[3685,1:01:25,Piazza Castello],[3730,1:02:10,Castello Aragonese]],[[4502,1:15:02,Chiesa di San Pietro]],[[4502,1:15:02,Chiesa di San Pietro],[4938,1:22:18,Lungomare degli eroi]],[[4938,1:22:18,Lungomare degli eroi],[5433,1:30:33,Lungomare Terra D'Otranto]],[[5433,1:30:33,Lungomare Terra D'Otranto]]]]","[[[Otranto,Italy - The Gateway to the East Sunday - July 19th 12:34 PM 31°C/88°F],[],[],[],[],[],[],[],[PAVIMENTVM TESSELLATVM. MORD: TURCAVMO. INVIRIA PENE. PERPRACTVM. INSTVRATVM. A.C.M.D. CCC.LXXV.],[],[Sito Museo Moulino],[Piazzetta De Ferrari],[],[],[Lo Stagno],[],[],[]]]","[[both,timestamp_description,timestamp_description,timestamp_description,timestamp_description,timestamp_description,timestamp_description,timestamp_description,both,timestamp_description,both,both,timestamp_description,timestamp_description,both,timestamp_description,timestamp_description,timestamp_description]]","[[62,940,1159,1378,1597,1816,2035,2260,2485,2698,2920,3142,3364,3586,4683,4888,5298,5503]]","[[281,1158,1377,1596,1815,2034,2259,2484,2697,2919,3141,3363,3585,3807,4887,5092,5502,5707]]",[15082026],[UCNzul4dnciIlDg8BAcn5-cQ]
5,Monaco,[],,Monaco,MCO,Europe,43.7309697,7.4248152,[XIrLrs8vhGg],"[[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]]","[[mixed,street,square_plaza,mixed,mixed,mixed,mixed,park_nature,mixed,mixed,street,street,mixed,square_plaza,street,mixed,square_plaza,square_plaza,square_plaza,park_nature,indoor,mixed]]","[[[[0,0:00,Intro],[97,01:37,Casino Gardens]],[[97,01:37,Casino Gardens],[358,05:58,Casino Square & Monte Carlo Casino]],[[358,05:58,Casino Square & Monte Carlo Casino]],[[358,05:58,Casino Square & Monte Carlo Casino],[911,15:11,Acclimatization Garden]],[[911,15:11,Acclimatization Garden],[1241,20:41,Av. d'Ostende]],[[1241,20:41,Av. d'Ostende]],[[1821,30:21,Port Hercule Marina],[2625,43:45,Spélugues Park]],[[2934,48:54,Japanese Garden]],[[2934,48:54,Japanese Garden],[3554,59:14,Alley of Francois Blanc],[3672,1:01:12,Atrium of the Monaco Casino]],[[3895,1:04:55,Little Africa Gardens]],[[3895,1:04:55,Little Africa Gardens]],[[3895,1:04:55,Little Africa Gardens]],[[3895,1:04:55,Little Africa Gardens]],[[3895,1:04:55,Little Africa Gardens]],[[3895,1:04:55,Little Africa Gardens]],[[3895,1:04:55,Little Africa Gardens]],[[3895,1:04:55,Little Africa Gardens],[5889,1:38:09,Prince’s Palace Square]],[[5889,1:38:09,Prince’s Palace Square]],[[5889,1:38:09,Prince’s Palace Square]],[[5889,1:38:09,Prince’s Palace Square],[6611,1:50:11,Saint Martin Gardens]],[[6611,1:50:11,Saint Martin Gardens],[6835,1:53:55,Monaco Cathedral]],[[6835,1:53:55,Monaco Cathedral],[7229,2:00:29,Final Views from 'The Frame']]]]","[[[],[MONTE-CARLO],[MONT CARLO],[],[],[],[],[],[],[TRISTAN],[LA MAIRIE],[],[],[],[MONTE-CARLO],[],[],[],[],[],[],[]]]","[[timestamp_description,both,both,timestamp_description,timestamp_description,timestamp_description,timestamp_description,timestamp_description,timestamp_description,both,both,timestamp_description,timestamp_description,timestamp_description,both,timestamp_description,timestamp_description,timestamp_description,timestamp_description,timestamp_description,timestamp_description,timestamp_description]]","[[85,325,565,805,1045,1285,2482,2960,3438,3916,4155,4394,4633,4872,5111,5589,5828,6067,6306,6545,6784,7023]]","[[324,564,804,1044,1284,1524,2720,3198,3676,4154,4393,4632,4871,5110,5349,5827,6066,6305,6544,6783,7022,7261]]",[3082025],[UC0TqihOw3aHbHDi-EWBfFeA]
6,Utrecht,[],Utrecht,Netherlands,NLD,Europe,52.0907006,5.1215634,[MqMSXIOp1fM],"[[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]]","[[street,waterfront,street,street,street,street,waterfront,street,street,mixed,mixed,street,waterfront,street,indoor,indoor,indoor,indoor,street]]","[[[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]]]","[[[],[],[],[Wassenhuis],[],[],[],[],[],[],[],[],[],[],[],[],['Utrecht Centraal'],[],[]]]","[[none,none,none,embedded_video,none,none,none,none,none,none,none,none,none,none,none,none,embedded_video,none,none]]","[[7,195,383,570,757,975,1193,1411,1847,2065,2283,2501,2719,2937,3137,3337,3537,3685,3896]]","[[194,382,569,756,974,1192,1410,1628,2064,2282,2500,2718,2936,3136,3336,3536,3684,3895,4106]]",[6082026],[UC20vyRWEaC2GIS8DkmeRQaA]
7,Barcelona,[],Catalonia,Spain,ESP,Europe,41.3825802,2.177073,"[4OQ9_NPdr7Q,hHv9seE7xd8]","[[0,0,0,0,0,0,0,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2],[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]]","[[street,street,street,street,street,street,street,street,street,street,mixed,street,street,street,street,street,square_plaza,mixed,street,street,street,street,street,street],[street,street,street,street,street,street,street,street,street,street,street,street,street,street,street,street,street,street,street,street]]","[[[[55,00:55,La Pedrera],[177,02:57,Passeig de Gràcia]],[[177,02:57,Passeig de Gràcia],[443,07:23,Baró de Quadras Palace]],[[565,09:25,Casa de les Punxes]],[[565,09:25,Casa de les Punxes],[1179,19:39,Casa Comalat]],[[1179,19:39,Casa Comalat],[1433,23:53,Casa Bonaventura Ferrer]],[[1587,26:27,Casa Fuster]],[[1587,26:27,Casa Fuster],[2070,34:30,Rambla de Catalunya]],[[2070,34:30,Rambla de Catalunya]],[[2070,34:30,Rambla de Catalunya]],[[2070,34:30,Rambla de Catalunya],[3124,52:04,Casa Batlló]],[[3124,52:04,Casa Batlló]],[[3124,52:04,Casa Batlló],[3465,57:45,Rambla de Catalunya #2]],[[3465,57:45,Rambla de Catalunya #2],[4022,1:07:02,University of Barcelona]],[[4022,1:07:02,University of Barcelona],[4291,1:11:31,Pelai Street]],[[4291,1:11:31,Pelai Street]],[[4291,1:11:31,Pelai Street]],[[4291,1:11:31,Pelai Street],[4856,1:20:56,Catalonia Square]],[[4856,1:20:56,Catalonia Square],[5086,1:24:46,Portal de l'Àngel Avenue]],[[5086,1:24:46,Portal de l'Àngel Avenue]],[[5086,1:24:46,Portal de l'Àngel Avenue],[5565,1:32:45,Passeig de Gràcia Night]],[[5565,1:32:45,Passeig de Gràcia Night]],[[5565,1:32:45,Passeig de Gràcia Night]],[[6295,1:44:55,Casa Batlló Night]],[[6295,1:44:55,Casa Batlló Night],[6747,1:52:27,La Pedrera Night #barcelona #walkingtour #4kwalk #citywalk #spaintravel #relaxingvideo]]],[[[0,0:00,Passeig de Gràcia Shopping Street]],[[0,0:00,Passeig de Gràcia Shopping Street]],[[0,0:00,Passeig de Gràcia Shopping Street]],[[0,0:00,Passeig de Gràcia Shopping Street]],[[0,0:00,Passeig de Gràcia Shopping Street],[1166,19:26,Plaça de Catalunya]],[[1166,19:26,Plaça de Catalunya],[1521,25:21,La Rambla]],[[1521,25:21,La Rambla]],[[1521,25:21,La Rambla],[1828,30:28,Gothic Quarter]],[[1828,30:28,Gothic Quarter]],[[1828,30:28,Gothic Quarter]],[[1828,30:28,Gothic Quarter],[2334,38:54,Barcelona Cathedral]],[[2334,38:54,Barcelona Cathedral]],[[2663,44:23,Plaça de Sant Jaume & Barcelona City Hall],[2723,45:23,Gothic Quarter]],[[2723,45:23,Gothic Quarter]],[[2723,45:23,Gothic Quarter]],[[2723,45:23,Gothic Quarter],[3343,55:43,Plaça Reial – Royal Square]],[[3343,55:43,Plaça Reial – Royal Square]],[[3343,55:43,Plaça Reial – Royal Square]],[[3343,55:43,Plaça Reial – Royal Square],[3897,1:04:57,Casa Milà – La Pedrera],[3997,1:06:37,Passeig de Gràcia 🎬 Filming Info: 📍 Location: Barcelona; Spain 🇪🇸 📽️ Format: 4K Ultra HD at 60fps 🎧 Audio: Real city sounds – no music; no commentary ☀️ Time: Daytime 🤝 Business Inquiries and Contact:]],[[3997,1:06:37,Passeig de Gràcia 🎬 Filming Info: 📍 Location: Barcelona; Spain 🇪🇸 📽️ Format: 4K Ultra HD at 60fps 🎧 Audio: Real city sounds – no music; no commentary ☀️ Time: Daytime 🤝 Business Inquiries and Contact:]]]]","[[[],[],[],[],[AVENIDA DE LA REPÚBLICA],[],[],[],[],[],[],[],['UNIVERSITY OF BARCELONA'],[],[],[],[],[],[],[],[UNIQLO],[],[TAXI],[LA PEGGERA]],[[],[CASA BATLLÓ],[],[],[],[Feria de la Moda],[],[FARMACIA],[],[COCHE],[saba°],[],[],[WILDE MINERALS],[PES],[],[],[],[],[]]]","[[timestamp_description,timestamp_description,timestamp_description,timestamp_description,both,timestamp_description,timestamp_description,timestamp_description,timestamp_description,timestamp_description,timestamp_description,timestamp_description,both,timestamp_description,timestamp_description,timestamp_description,timestamp_description,timestamp_description,timestamp_description,timestamp_description,both,timestamp_description,both,both],[timestamp_description,both,timestamp_description,timestamp_description,timestamp_description,both,timestamp_description,both,timestamp_description,both,both,timestamp_description,timestamp_description,both,both,timestamp_description,timestamp_description,timestamp_description,timestamp_description,timestamp_description]]","[[65,302,776,1013,1250,1724,1961,2198,2672,2909,3146,3383,3855,4091,4327,4563,4799,5035,5271,5507,5743,5979,6451,6687],[11,244,477,710,943,1407,1639,1816,1993,2170,2322,2474,2663,2852,3040,3250,3460,3670,3889,4108]]","[[301,538,1012,1249,1486,1960,2197,2434,2908,3145,3382,3618,4090,4326,4562,4798,5034,5270,5506,5742,5978,6214,6686,6922],[243,476,709,942,1174,1638,1815,1992,2169,2321,2473,2662,2851,3039,3249,3459,3669,3888,4107,4326]]","[3102025,15082026]","[UC1Xv-eIqlHv9agR0DCWaXHw,UC20vyRWEaC2GIS8DkmeRQaA]"
8,Greater London,[Central London],England,United Kingdom,GBR,Europe,51.5824581,-0.2289046,[dAuOT2DjJ1Y],"[[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]]","[[mixed,street,street,street,street,mixed,mixed,mixed,mixed,square_plaza,mixed,mixed,street,mixed,street,street,street,street,street,street,street,street]]","[[[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]]]","[[['London City Walk'],['London City Walk'],[London City Walk],[London City Walk],[London City Walk],[London City Walk],[London City Walk],[London City Walk],[London City Walk],[London City Walk],[London City Walk],[London City Walk],[London City Walk],[London City Walk],[London City Walk],[London City Walk],[London City Walk],[London City Walk],[London City Walk],[London City Walk],[London City Walk],[London City Walk]]]","[[embedded_video,embedded_video,embedded_video,embedded_video,embedded_video,embedded_video,embedded_video,embedded_video,embedded_video,embedded_video,embedded_video,embedded_video,embedded_video,embedded_video,embedded_video,embedded_video,embedded_video,embedded_video,embedded_video,embedded_video,embedded_video,embedded_video]]","[[87,254,449,643,1019,1220,1622,1828,2034,2240,2472,2704,2936,3168,3400,3600,3799,3998,4197,4239,4479,4719]]","[[253,448,642,830,1219,1420,1827,2033,2239,2471,2703,2935,3167,3399,3599,3798,3997,4196,4238,4478,4718,4957]]",[10082026],[UCBvZ2hEzZZaWAIrUHVN6YUw]
9,Lauterbrunnen,[],Bern,Switzerland,CHE,Europe,46.5939043,7.9078016,[Qj0TbRiRjFE],"[[0,0,0,0,0,0,0,0,0,0,0]]","[[park_nature,park_nature,trail,park_nature,trail,park_nature,park_nature,mixed,street,street,street]]","[[[[809,13:29,Staubbachfall],[1040,17:20,Tunnel to Trümmelbach Falls]],[[1040,17:20,Tunnel to Trümmelbach Falls]],[[1040,17:20,Tunnel to Trümmelbach Falls]],[[1040,17:20,Tunnel to Trümmelbach Falls]],[[1040,17:20,Tunnel to Trümmelbach Falls]],[[1040,17:20,Tunnel to Trümmelbach Falls]],[[1040,17:20,Tunnel to Trümmelbach Falls],[3072,51:12,White Lütschine river]],[[3072,51:12,White Lütschine river]],[[3072,51:12,White Lütschine river],[3742,1:02:22,Hauptstrasse]],[[3742,1:02:22,Hauptstrasse]],[[3742,1:02:22,Hauptstrasse]]]]","[[[],[],[],[],[],[],[],[],[],[Hotel Oberland],[]]]","[[timestamp_description,timestamp_description,timestamp_description,timestamp_description,timestamp_description,timestamp_description,timestamp_description,timestamp_description,timestamp_description,both,timestamp_description]]","[[1009,1246,1957,2194,2431,2668,2905,3379,3616,4090,5275]]","[[1245,1482,2193,2430,2667,2904,3141,3615,3852,4326,5511]]",[4102025],[UCOlx478DxwYAwkLnz9ELNIQ]
